
 Lista de Imóveis da Caixa;;Data de geração:;26/07/2024;;;;;;;
 8444416345825 ;SP ;ARACATUBA ;LOT JARDIM SAO RAFAE ;RUA ANTONIO DOS SANTOS RIBEIRO, N. 890, LT 22 QD K ;192.000,00;192.000,00;0.00;Casa, 0.00 de área total, 98.46 de área privativa, 130.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444416345825
 8555526572844 ;SP ;ARACATUBA ;CONJ HAB DR ANTONIO ;RUA ANTONIO DOS SANTOS RIBEIRO, N. 174, Apto 203, BL 04 VG 118 ;135.000,00;135.000,00;0.00;Apartamento, 0.00 de área total, 47.42 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555526572844
 8555528487089 ;SP ;ARACATUBA ;PARQUE ADORATE ;RUA ANTONIO DOS SANTOS RIBEIRO, N. 174, Apto 402, BL 01 VAGA 07 ;128.472,77;128.472,77;0.00;Apartamento, 0.00 de área total, 45.92 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555528487089
 8787705625897 ;SP ;ARACATUBA ;CJ HAB CLAUDIONOR ;TRAVESSA ERNESTO NAZARET, N. 70, Apto 104, BL 11 ;145.000,00;145.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705625897
 8787707330100 ;SP ;ARACATUBA ;GOULART ;ESTRADA VICINAL FAUDE CHADE, N. 399, Apto 204, BL 13 ;140.000,00;140.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707330100
 8787709833303 ;SP ;ARACATUBA ;PARQUE APOTEOSE ;ESTRADA VICINAL FAUSE CHADE, N. 455, Apto 204, BL 01 PV 2 ;140.000,00;140.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709833303
 8787702521071 ;SP ;ARACATUBA ;CONJUNTO HABITACIONAL DOUTOR ANTONIO VIL ;RUA ANTONIO DOS SANTOS RIBEIRO, N. 300, Apto 403, BL 12 ;134.000,00;134.000,00;0.00;Apartamento, 0.00 de área total, 43.99 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702521071
 8555538828199 ;SP ;ARACATUBA ;VILA ALBA ;RUA ADEMAR RODRIGUES AGUIAR, N. 270, Apto 222, BL 200 ;166.000,00;166.000,00;0.00;Apartamento, 0.00 de área total, 54.45 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538828199
 8787712038403 ;SP ;ARACATUBA ;ROSELE ;RUA NOEL ROSA, N. 719, Apto 404, BL 07  04 PAVIMENTO ;182.000,00;182.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712038403
 8555517034185 ;SP ;ARACATUBA ;UMUARAMA ;AVENIDA UMUARAMA, N. 2011, Apto 405, BLOCO 19 30 ANDAR VAGA DE GARAGEM 797 ;140.000,00;140.000,00;0.00;Apartamento, 0.00 de área total, 47.13 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555517034185
 8555524688969 ;SP ;ARACATUBA ;UMUARAMA ;AVENIDA UMUARAMA, N. 2011, Apto 104, BL 24 GARAGEM 612 ;160.000,00;160.000,00;0.00;Apartamento, 0.00 de área total, 40.23 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555524688969
 8787711774742 ;SP ;ARACATUBA ;UMUARAMA ;AVENIDA UMUARAMA, N. 1400, Apto 401, BL 02 ;147.000,00;147.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711774742
 8787705465679 ;SP ;ARACATUBA ;JARDIM PAULISTA ;ESTRADA VICINAL FAUSE CHADE, N. 399, Apto 402, BL 01 ;139.000,00;139.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705465679
 8787705594401 ;SP ;ARACATUBA ;MORADA DOS NOBRES ;TRAVESSA ERNESTO NAZARET, N. 70, Apto 102, BL 02 ;131.000,00;131.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705594401
 8787709395730 ;SP ;ARACATUBA ;FAZENDA DO ESTADO ;ESTRADA VICINAL FAUSE CHADE, N. 455, Apto 201, BL 10 VG 100 ;140.000,00;140.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709395730
 8787711824804 ;SP ;ARACATUBA ;CHACARAS TV ;RUA NOEL ROSA, N. 719, Apto 403, BL 08 ;139.000,00;139.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711824804
 8787712101180 ;SP ;ARACATUBA ;CHACARAS TV ;RUA NOEL ROSA, N. 719, Apto 302, BL 05 ;139.000,00;139.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712101180
 8787714016709 ;SP ;ARACATUBA ;CHACARAS TV ;RUA NOEL ROSA, N. 719, Apto 103, BL 03 ;146.000,00;146.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787714016709
 8444417407751 ;SP ;ARACATUBA ;ALVORADA ;RUA NOROESTE, N. 1167, LT 19 QD 67 ;150.000,00;150.000,00;0.00;Casa, 0.00 de área total, 63.75 de área privativa, 125.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444417407751
 8787703445603 ;SP ;ARACATUBA ;SANTA LUZIA ;ESTRADA VI FAUSE CHADE, N. 471, Apto 304, BL 08 ;130.000,00;130.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703445603
 8787703947510 ;SP ;ARACATUBA ;SANTA LUZIA ;ESTRADA VICINAL FAUSE CHADE, N. 471, Apto 404, BL 15 ;130.000,00;130.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703947510
 8444423940270 ;SP ;ARACATUBA ;AGUA BRANCA I ;RUA AUREA DE OLIVEIRA DOS SANTOS, N. 1148, QD Y LT 15 ;155.000,00;155.000,00;0.00;Casa, 0.00 de área total, 62.30 de área privativa, 125.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423940270
 8444427407819 ;SP ;ARACATUBA ;RESIDENCIAL JARDIM ATLANTICO ;RUA JOSE TREVISAN BACELAR, N. 346, LOTE 31 QUADRA 18 ;133.537,72;130.000,00;0.00;Casa, 0.00 de área total, 55.59 de área privativa, 125.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444427407819
 8787711494723 ;SP ;ARACATUBA ;CHACARAS TV ;RUA NOEL ROSA, N. 719, Apto 202, BL 07 ;126.122,44;120.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711494723
 8787709260320 ;SP ;ARACATUBA ;GOULART ;ESTRADA VICINAL FAUSE CHADE, N. 399, Apto 304, BL 20 ;139.534,71;130.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709260320
 8787701695629 ;SP ;ARACATUBA ;FAZENDA DO ESTADO ;ESTRADA VICINAL FAUSE CHADE, N. 471, Apto 404, BL 08 ;123.791,91;115.000,00;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787701695629
 8787705172663 ;SP ;ARACATUBA ;CONJUNTO HABITACIONAL DOUTOR ANTONIO VIL ;RUA ANTONIO DOS SANTOS RIBEIRO, N. 300, Apto 403, BL 6 ;131.761,80;121.000,00;0.00;Apartamento, 0.00 de área total, 43.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705172663
 8555529221317 ;SP ;ARACATUBA ;CONJUNTO HABITACIONAL PEDRO PERRI ;RUA HONORIO DE OLIVEIRA CAMARGO JUNIOR, N. 420, Apto 4, BL 03 ;123.417,77;105.000,00;0.00;Apartamento, 0.00 de área total, 52.12 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555529221317
 8444417433736 ;SP ;ARARAQUARA ;JARDIM DOS OITIS ;AVENIDA ANTONIO PEREIRA DA SILVA, N. 230, Apto 1 ;55.420,00;100.000,00;44.58;Apartamento, 0.00 de área total, 47.12 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444417433736
 8444420355015 ;SP ;ARARAQUARA ;  ;AVENIDA  ORLANDO SCUTARE, N. 60, LT 15, QD 42 ;93.505,50;165.000,00;43.33;Casa, 51.15 de área total, 51.15 de área privativa, 218.16 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444420355015
 8444418376752 ;SP ;ARARAQUARA ;JARDIM MARIA LUIZA ;AVENIDA PROFESSOR LAFAYETTE CARVALHO DE TOLEDO, N. 129, L 09, QD 03 ;106.725,83;188.328,62;43.33;Casa, 0.00 de área total, 124.08 de área privativa, 206.25 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444418376752
 8787702192175 ;SP ;ARARAQUARA ;JARDIM AMERICA VILA ;AVENIDA AMERICA, N. 917, Apto 104, BL 10 ;75.000,00;125.000,00;40.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702192175
 8444424418739 ;SP ;ARARAQUARA ;PARQUE RESIDENCIAL JATOBA ;AVENIDA TENENTE JOVEM BENEDICTO DE MORAES, N. 77, LT 208 QD H ;117.000,00;195.000,00;40.00;Terreno, 0.00 de área total, 0.00 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424418739
 8787704947920 ;SP ;ARARAQUARA ;JARDIM QUITANDINHA II ;AVENIDA D, N. 173, Apto 402, BLOCO 15 ;93.104,79;144.500,00;35.57;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704947920
 1555527958764 ;SP ;ARARAQUARA ;JARDIM ARCO-IRIS ;AVENIDA DO AEROPORTO ATUAL AV. PEDRO MORELLI E A, QD04, LT03 ;552.976,00;856.000,00;35.40;Terreno, 2007.38 de área total, 0.00 de área privativa, 2007.38 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555527958764
 8787707423213 ;SP ;ARARAQUARA ;ALTOS DO JARAGUA ;AVENIDA GOVERNADOR ORESTES QUERCIA, N. 1301, Apto 502, BL 06 ;78.000,00;120.000,00;35.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707423213
 8787708258860 ;SP ;ARARAQUARA ;CAMPOS VILLE ;RUA ARISTIDES FERNANDES, N. 485, Apto 32, BL B TORRE 1 ;106.822,91;159.500,00;33.03;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708258860
 8787702465198 ;SP ;ARARAQUARA ;JARDIM AMERICA ;AVENIDA AMERICA, N. 917, Apto 102, BLOCO 03 ;98.350,00;140.500,00;30.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702465198
 8787702795260 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;AVENIDA PROFESSOR GUSTAVO FLEURY CHARMILLOT, N. 604, Apto 33, BL A TORRE I ;107.800,00;154.000,00;30.00;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702795260
 8555538808163 ;SP ;ARARAQUARA ;JARDIM DAS FLORES ;RUA MAHIBA BARCHA, N. 80, Apto 201, PAV 02, BL 05 ;98.000,00;140.000,00;30.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538808163
 8555539003193 ;SP ;ARARAQUARA ;JARDIM DAS FLORES ;RUA MAHIBA BARCHA, N. 80, Apto 203, BLOCO 6 ;91.000,00;130.000,00;30.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539003193
 8555540015230 ;SP ;ARARAQUARA ;JARDIM DAS FLORES ;RUA MAHIBA BARCHA, N. 80, Apto 102, PAVIMENTO 1  BLOCO 4 ;93.598,44;133.712,06;30.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555540015230
 8787706505836 ;SP ;ARARAQUARA ;JARDIM QUITANDINHA II ;AVENIDA MARGINAL DO CORREGO DOS MARTINS, N. 445, Apto 104, BL 28 ;98.000,00;140.000,00;30.00;Apartamento, 0.00 de área total, 43.20 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706505836
 8787709437769 ;SP ;ARARAQUARA ;JARDIM QUITANDINHA II ;AVENIDA MARIA LUCIA CABRERA, N. 173, Apto 104, BL 16 ;94.500,00;135.000,00;30.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709437769
 8787708374593 ;SP ;ARARAQUARA ;CAMPOS VILLE ;RUA ARISTIDES FERNANDES, N. 485, Apto 31, BL C TORRE 2 ;112.587,29;155.000,00;27.37;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708374593
 8787708900562 ;SP ;ARARAQUARA ;JARDIM QUITANDINHA II ;AVENIDA MARGINAL DO CORREGO DOS MARTINS, N. 445, Apto 404, BL 18 ;113.410,67;150.000,00;24.40;Apartamento, 0.00 de área total, 43.20 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708900562
 8787706222648 ;SP ;ARARAQUARA ;PARQUE RESIDENCIAL JARDIM IPANEMA ;AVENIDA SEBASTIAO GERALDO CARDOZO TIAO, N. 200, LT 494, QD 15, ANTIGA AVENIDA 03 ;113.481,35;150.000,00;24.35;Casa, 0.00 de área total, 43.33 de área privativa, 200.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706222648
 8787708565160 ;SP ;ARARAQUARA ;JD AMERICA ;AVENIDA  MASSAIUQUI SANO, N. 90, Apto 303, BL 1 ;106.047,34;137.000,00;22.60;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708565160
 8787704270998 ;SP ;ARARAQUARA ;VILA MELHADO ;AVENIDA NOSSA SENHORA DAS GRACAS, N. 563, Apto 612, 0 ;172.542,34;220.000,00;21.58;Apartamento, 0.00 de área total, 51.72 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704270998
 8787709214930 ;SP ;ARARAQUARA ;JARDIM QUITANDINHA II ;AVENIDA D, N. 173, Apto 102, BL 03 ;128.172,98;140.000,00;8.45;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709214930
 8787708031602 ;SP ;ARARAQUARA ;CAMPOS VILLE ;RUA ARISTIDES FERNANDES, N. 485, Apto 3, BL B TR 01 ;155.000,00;155.000,00;0.00;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708031602
 8787711926186 ;SP ;ARARAQUARA ;CAMPOS VILLE ;RUA ARISTIDES FERNANDES, N. 485, Apto 23, BL B TORRE 3 ;165.000,00;165.000,00;0.00;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711926186
 8787703835339 ;SP ;ARARAQUARA ;VILA MELHADO ;AVENIDA NOSSA SENHORA DAS GRACAS, N. 563, Apto 1410, . ;240.000,00;240.000,00;0.00;Apartamento, 0.00 de área total, 48.50 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703835339
 8555525385137 ;SP ;ARARAQUARA ;PARQUE LARANJEIRAS ;RUA PAULINO RODELLA, N. 1234, Apto 401, BL 16 ;125.000,00;125.000,00;0.00;Apartamento, 0.00 de área total, 45.25 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555525385137
 8555537835353 ;SP ;ARARAQUARA ;PARQUE RESIDENCIAL IGUATEMI ;AVENIDA MIGUEL BUCALEM, N. 468, Apto 103, BL 15 ;155.000,00;155.000,00;0.00;Apartamento, 0.00 de área total, 49.57 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555537835353
